date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-12-17,6,1,0.0,1.7,2,2,58,10:50 PM,01:29 PM,09:51 AM,04:25 PM,4,2,5,2,18,89,93,6.6,1001,6,8,126,11
2019-12-18,6,4,0.0,1.7,2,2,50,No moonrise,01:46 PM,09:52 AM,04:25 PM,4,2,6,2,30,81,88,1.8,1004,6,9,252,20
2019-12-19,6,2,0.0,1.7,2,2,43,12:19 AM,02:00 PM,09:53 AM,04:25 PM,4,2,5,2,29,75,89,0.0,1014,6,10,147,19
2019-12-20,7,5,0.0,1.7,2,2,36,01:48 AM,02:13 PM,09:54 AM,04:25 PM,5,3,6,3,27,67,92,0.0,997,7,10,125,17
2019-12-21,7,5,0.0,1.7,2,2,28,03:16 AM,02:26 PM,09:54 AM,04:26 PM,5,4,6,4,17,96,95,2.0,988,7,6,207,11
2019-12-22,5,4,0.0,1.7,1,1,21,04:44 AM,02:41 PM,09:55 AM,04:26 PM,4,2,5,2,17,88,92,0.0,990,5,8,126,12
2019-12-23,5,-2,0.0,1.7,1,1,14,06:12 AM,02:59 PM,09:55 AM,04:27 PM,3,1,4,1,19,90,89,0.8,997,5,9,110,13
2019-12-24,6,5,0.0,1.7,2,2,7,07:39 AM,03:23 PM,09:56 AM,04:27 PM,5,3,5,3,19,93,94,7.0,1003,6,9,198,13
2019-12-25,5,-3,0.0,1.7,1,1,0,09:00 AM,03:56 PM,09:56 AM,04:28 PM,3,2,4,2,12,79,92,1.8,1010,5,9,289,8
2019-12-26,2,0,0.0,5.8,2,2,0,10:10 AM,04:41 PM,09:56 AM,04:29 PM,-1,-2,1,-2,11,19,89,0.0,1021,2,10,27,8
2019-12-27,1,-5,0.0,5.8,2,2,0,11:05 AM,05:40 PM,09:56 AM,04:30 PM,-3,-3,0,-3,14,20,80,0.0,1033,1,10,29,10
2019-12-28,2,-5,0.0,1.7,1,1,8,11:44 AM,06:48 PM,09:56 AM,04:31 PM,-3,-3,-0,-3,17,76,80,0.1,1039,2,10,186,11
2019-12-29,6,-2,0.0,1.7,1,1,15,12:12 PM,08:02 PM,09:56 AM,04:32 PM,3,-0,4,-0,38,83,89,0.3,1028,6,9,209,25
2019-12-30,8,7,0.0,1.7,2,2,22,12:32 PM,09:18 PM,09:56 AM,04:33 PM,6,3,7,3,48,88,90,0.7,1013,8,8,252,30
2019-12-31,7,4,0.0,5.8,3,3,26,12:47 PM,10:32 PM,09:56 AM,04:34 PM,1,2,5,2,34,11,74,0.0,1019,7,10,313,20
